username,component_id,source_type,source_file,posts,followers,follower_segment,avg_likes,avg_comments,categories,primary_category,top_hashtags,account_type,account_confidence,creator_score,business_score,media_score
luckybracecat,1,profile_scrape,scrape_1776869777.json,2,2577.0,nano,49.5,5.0,"evcil_hayvan,egitim_kariyer,otomotiv",evcil_hayvan,"luckythebracecat,luckybracecat,cat,thedodo,catlover,catlovers,catlife,catsloversclub,catlove,catphoto",creator,0.93,1.9,0.0,0.0
lune_rahandmade,1,profile_scrape,scrape_1776936742.json,12,30.0,nano,9.75,0.75,"taki_aksesuar,anne_bebek",taki_aksesuar,"instgram,jewelry,global,fyp,takı,handmade,şapka,bebekbataniyesi,keşfet,oneçıkar",creator,0.75,1.0,0.0,0.0
madadora_by.madma,1,profile_scrape,scrape_1776868726.json,8,150.0,nano,1.12,0.0,moda_yasam,moda_yasam,"FormalStyle,softblue,WhiteSkirt,ElegantWear,ChicAndPolished,LightBlueBlouse,SoftStyle,EverydayElegance,SimpleFashion,outfit",creator,0.77,1.1,0.0,0.0
maggieblue_with_covidblack,1,profile_scrape,scrape_1776937266.json,12,99.0,nano,7.33,0.0,"evcil_hayvan,egitim_kariyer",evcil_hayvan,"貓,cat,英短藍貓,黑貓,blackcat,britishshorthair,cute,brtishshorthair,貓大叔",creator,0.83,1.4,0.0,0.0
maisonvale.tr,1,profile_scrape,scrape_1776868726.json,6,353.0,nano,0.0,0.0,moda_yasam,moda_yasam,"çantamodeli,kombinönerisi,şıkkombin,günlükkombin,butikürünler,moda,instabutik,butikshop,trendürünler,alışveriş",creator,0.77,1.1,0.6,0.0
marykidscom,1,profile_scrape,scrape_1776937266.json,12,722.0,nano,12.83,0.17,"moda_yasam,anne_bebek",moda_yasam,"bebekgiyim,çocukgiyim,bebekmodası,MaryKids,ÇocukGiyim,BebekGiyim,yenisezon,bebekkombin,kombin,minikstil",creator,0.77,1.1,0.0,0.0
mavi.caodeirante,1,profile_scrape,scrape_1776869679.json,10,45018.0,micro,5114.0,60.7,evcil_hayvan,evcil_hayvan,"cachorros,cachorrosdobrasil,viral,cachorrosfofos,mavicaodeirante,caodeirante,adote,pet,humor,doguinho",creator,0.85,1.5,0.0,0.0
max_thewolf_husky01,1,profile_scrape,scrape_1776937431.json,6,49.0,nano,45.83,3.33,evcil_hayvan,evcil_hayvan,"husky,doglover🐶,puppy,🐶,siberianhusky,siberianhuskypuppy,mydog,laugh,ilovedogs,pet",creator,0.85,1.5,0.0,0.0
maxidonertr,1,profile_scrape,scrape_1776869679.json,3,40.0,nano,15.0,0.0,yemek_mutfak,yemek_mutfak,"antalya,döner,yemek,mekan,antalyayemek",creator,0.83,1.4,0.0,0.0
meilicloset,1,profile_scrape,scrape_1776868726.json,8,290.0,nano,31.88,0.0,moda_yasam,moda_yasam,"meilicloset,ropard,boutiqueeuropea,zarazara,modard,moda,missguided,vestidonegro,bershka,vestido",creator,0.83,1.4,0.3,0.0
mercaninkiyisindan,1,profile_scrape,scrape_1776936742.json,12,81.0,nano,43.58,6.0,"anne_bebek,otomotiv",anne_bebek,"babygirl,kızneşesi,mercan,balkızım,babies,annebebek,mercaninkiyisindan,Mercan,#annebebek,family",creator,0.75,1.0,0.0,0.0
merkez.pastane,1,profile_scrape,scrape_1776869436.json,6,110.0,nano,14.0,1.17,"yemek_mutfak,evcil_hayvan",yemek_mutfak,"49,pastapasta,cake,çiçekler,model,bekarlığaveda,cicek,malazgirt,tatli,hemşire",creator,0.83,1.4,0.0,0.0
merlin.kleiner.verzauberer,1,profile_scrape,scrape_1776936742.json,12,1453.0,nano,43.0,4.25,"evcil_hayvan,anne_bebek,egitim_kariyer",evcil_hayvan,"catsofinstagram,catlover,cat,2026,catmomlife,catmom,wirsehenunswieder🐱🐾",creator,0.93,1.9,0.0,0.0
mery_pacella,1,profile_scrape,scrape_1776872304.json,12,26835.0,micro,1689.08,66.25,"fitness_saglik,moda_yasam,otomotiv",fitness_saglik,"gym,woman,photographer,life,lifestyle,girls,napoli,fitnessmotivation,italy,fitness",creator,0.93,1.9,0.0,0.0
meyramlaannelik,1,profile_scrape,scrape_1776936742.json,12,181.0,nano,35.83,14.25,anne_bebek,anne_bebek,"kesfet,gebelik,kesfetbeniöneçıkar,hamilelik,ultrason,hamileanneadayları,bebekalışverişi,yapayzekâ,chatgbt,annebebekürünleri",creator,0.75,1.0,0.0,0.0
meysaca.blogg,1,profile_scrape,scrape_1776936742.json,12,8092.0,nano,341.75,4.75,anne_bebek,anne_bebek,"bebek,annevebebek,anneler,hamileanneadayları,bebekgelişimi,annevebebeği,hamileanne,çocukgelisimi,kesfet,anneadayları",creator,0.75,1.0,0.0,0.0
mimabebekbutikk,1,profile_scrape,scrape_1776937431.json,12,430.0,nano,31.0,80.83,"anne_bebek,moda_yasam",anne_bebek,"bebekgiyim,bebekkombin,çocukgiyim,yenisezon,indirimbitti,keşfetteyiz,bebekbutik,anneler,bebekmodasi,bebekmodası",creator,0.93,1.9,1.5,0.0
min.n.mun,1,profile_scrape,scrape_1776936742.json,11,33.0,nano,4.73,1.64,"evcil_hayvan,egitim_kariyer",evcil_hayvan,"cat,pet,kitten,catlife,kittenlove,catlife🐾,dog,puppylove,puppy,catlover😻",creator,0.95,2.4,0.0,0.0
mini_baby.butik,1,profile_scrape,scrape_1776937431.json,12,13.0,nano,2.0,0.17,"moda_yasam,anne_bebek",moda_yasam,"bebekgiyim,bebekkıyafetleri,uygunkalite,pijama,erkekçocuk,erkekbebek,uygunfıyat,cocukgiyim,erkekgiyim,anneçocuk",creator,0.83,1.4,1.2,0.0
minimodatr,1,profile_scrape,scrape_1776937266.json,12,1873.0,nano,15.75,8.67,"anne_bebek,moda_yasam,otomotiv",anne_bebek,"minimoda,annebebek,prego,kayseri,bebekarabası,scooter,kayseri̇,bebek,cocuk,Chicco",creator,0.83,1.4,0.0,0.0
minisaglikrehberi,1,profile_scrape,scrape_1776937266.json,1,75.0,nano,-1.0,4.0,anne_bebek,anne_bebek,"hemsire,okulhemşireliği,çocuksağlığı,okulsağlığı,annebebek",creator,0.75,1.0,0.0,0.0
mirayela.blog,1,profile_scrape,scrape_1776937104.json,10,39.0,nano,23.2,1.1,"anne_bebek,evcil_hayvan",anne_bebek,"keşfetteyim,annebebek,annekız,annelik,bebekgunlugu,anneolmak,pozitifebeveynlik,kesfet,minikyardımcım,iyikidogdunyaresulullah",creator,0.85,1.5,0.0,0.0
mistiq.gunce,1,profile_scrape,scrape_1776936742.json,12,136.0,nano,33.92,3.92,anne_bebek,anne_bebek,"bebeğimlebüyüyorum,küçükişletme,kumaşbaskı,annebebek,yazıcı,dijitalgünce,annebebeksayfası,kendiürünüm,esansiyelyağlar,biberiye",creator,0.75,1.0,0.0,0.0
ml.petportraits,1,profile_scrape,scrape_1776936742.json,4,,unknown,0.0,0.25,"evcil_hayvan,teknoloji,egitim_kariyer",evcil_hayvan,"petportraits,art,artist,dog,cat,doglover,cats,petloss",creator,0.83,1.4,0.0,0.0
mnemonicsbybabita,1,profile_scrape,scrape_1776936742.json,2,43.0,nano,40.5,1.5,"ev_yasam,egitim_kariyer",ev_yasam,"nursingstudent,nursingnotes,bscstudent,studygram,medicalstudent",creator,0.93,1.9,0.0,0.0
momtimetr,1,profile_scrape,scrape_1776936742.json,12,649.0,nano,9.17,2.83,anne_bebek,anne_bebek,"annebebek,avrupayakasıanneleri,annelerbuluşuyor,momtime,annelik,annelerbululuşuyor,annebebekbuluşma,anneler,ramikütüphanesi,sosyalanne",creator,0.75,1.0,0.0,0.0
motaz_hayani,1,profile_scrape,scrape_1776937104.json,12,1098.0,nano,95.58,3.83,finans_is,finans_is,"Neü,mezünyet,يوم_جميل,nice_day,güzel_gün,gençlikkampları,turkey,turkiye,konya,kule",creator,0.75,1.0,0.0,0.0
mucizeyolculugum,1,profile_scrape,scrape_1776869436.json,6,3036.0,nano,940.67,8.0,"anne_bebek,evcil_hayvan",anne_bebek,"gebelik,hamilelik,annelik,keşfetteyiz,doğum,kesfet,dua,anneadayı,anne",creator,0.85,1.5,0.0,0.0
muratgunduzs,1,profile_scrape,scrape_1776936742.json,12,18339.0,micro,2973.92,183.5,"evcil_hayvan,egitim_kariyer",evcil_hayvan,"istanbul,kedi,kediler,cat,cats",creator,0.83,1.4,0.0,0.0
mustachio.otr,1,profile_scrape,scrape_1776872304.json,12,1261.0,nano,45.08,31.92,"moda_yasam,fitness_saglik",moda_yasam,"runner,run,ootd,lifestyle,style,running,family,workout,puertorico,training",creator,0.83,1.4,0.0,0.0
